row_id,row_idx,main_name,brand_count,questions_generated,attempt_count,elapsed_ms,provider,model,success
row_302,302,Somatropin 주사제,1,10,3,84038,openai,gpt-4o-mini,True
row_304,304,Vasopressin 20U 주사제,1,10,3,54708,openai,gpt-4o-mini,True
row_305,305,Teriparatide acetate 주사제,1,10,3,103511,openai,gpt-4o-mini,True
row_307,307,Thyrotropin 주사제,1,10,3,66780,openai,gpt-4o-mini,True
row_310,310,Budesonide,1,10,3,54061,openai,gpt-4o-mini,True
row_306,306,Teriparatide 주사제,1,10,3,79676,openai,gpt-4o-mini,True
row_308,308,Oxymetholone 경구제,1,10,3,105854,openai,gpt-4o-mini,True
row_312,312,Epinephrine bitartrate 주사제,1,10,3,66266,openai,gpt-4o-mini,True
row_314,314,Methylprednisolone sodium succinate 주사제,1,10,3,64905,openai,gpt-4o-mini,True
row_309,309,스테로이드 주사제,1,10,3,136530,openai,gpt-4o-mini,True
row_311,311,Deflazacort 경구제,1,10,3,82400,openai,gpt-4o-mini,True
row_313,313,Epinephrine 제제,1,10,3,91022,openai,gpt-4o-mini,True
row_315,315,Triamcinolone acetonide 주사제,1,10,3,49455,openai,gpt-4o-mini,True
row_316,316,Danazol 경구제,1,10,3,38691,openai,gpt-4o-mini,True
row_320,320,Levonorgestrol 제제,1,10,3,42900,openai,gpt-4o-mini,True
row_321,321,Medroxyprogesterone acetate 경구제,1,10,3,55336,openai,gpt-4o-mini,True
row_317,317,Dienogest 경구제,1,10,3,77968,openai,gpt-4o-mini,True
row_322,322,난포자극호르몬,0,7,3,74659,openai,gpt-4o-mini,True
row_318,318,Estradiol hemihydrate 경구제,1,10,3,102632,openai,gpt-4o-mini,True
row_323,323,태반성성선자극호르몬,1,10,3,48913,openai,gpt-4o-mini,True
row_319,319,Estradiol valerate 경구제,1,10,3,106398,openai,gpt-4o-mini,True
row_324,324,Clomiphene citrate 경구제,1,10,3,52062,openai,gpt-4o-mini,True
row_325,325,Darbepoetin alpha 주사제,1,10,3,57077,openai,gpt-4o-mini,True
row_326,326,Erythropoietin 주사제,1,10,3,30154,openai,gpt-4o-mini,True
row_328,328,GnRH antagonist 주사제,0,7,3,34163,openai,gpt-4o-mini,True
row_329,329,Long-acting octreotide 주사제,1,10,3,47848,openai,gpt-4o-mini,True
row_327,327,Follitropin-a + lutropin a,1,10,3,71156,openai,gpt-4o-mini,True
row_335,335,Pegvisomant 주사제,1,10,3,17803,openai,gpt-4o-mini,True
row_334,334,Pasireotide pamoate 주사제,1,10,3,40257,openai,gpt-4o-mini,True
row_331,331,Menotrophin 주사제,1,10,3,75931,openai,gpt-4o-mini,True
row_330,330,Lutropin alpha,0,7,3,86904,openai,gpt-4o-mini,True
row_337,337,5알파 환원효소 억제제 경구제,0,7,3,12972,openai,gpt-4o-mini,True
row_332,332,Methoxy polyethylene glycol-epoetin β 주사제,1,10,3,94074,openai,gpt-4o-mini,True
row_333,333,Octreotide 주사제,1,10,3,86146,openai,gpt-4o-mini,True
row_336,336,Methylergonovine maleate 주사제,1,10,3,38605,openai,gpt-4o-mini,True
row_338,338,Alfuzosin 경구제,1,10,3,24317,openai,gpt-4o-mini,True
row_341,341,Fesoterodine fumarate 경구제,1,10,3,11320,openai,gpt-4o-mini,True
row_344,344,Potassium citrate 경구제,1,10,3,21722,openai,gpt-4o-mini,True
row_342,342,Mirabegron 경구제,1,10,3,29125,openai,gpt-4o-mini,True
row_339,339,Atosiban 주사제,1,10,3,55058,openai,gpt-4o-mini,True
row_345,345,"Potassium citrate, Citric acid 경구제",1,10,3,30215,openai,gpt-4o-mini,True
row_340,340,"dutasteride 0.5mg, tamsulosin hydrochloride 0.4mg 복합경구제",1,10,3,68843,openai,gpt-4o-mini,True
row_347,347,Solifenacin 경구제,1,10,3,28018,openai,gpt-4o-mini,True
row_343,343,Naftopidil 경구제,1,10,3,60384,openai,gpt-4o-mini,True
row_346,346,Silodosin 경구제,1,10,3,65885,openai,gpt-4o-mini,True
row_352,352,Mafenide acetate 외용제,1,10,3,38582,openai,gpt-4o-mini,True
row_348,348,Tamsulosin HCl 경구제,1,10,3,68044,openai,gpt-4o-mini,True
row_349,349,Terazosin HCl 경구제,1,10,3,66314,openai,gpt-4o-mini,True
row_350,350,Tolterodine 경구제,1,10,3,61517,openai,gpt-4o-mini,True
row_353,353,Recombinant human epidermal growth factor 500mcg,1,10,3,46659,openai,gpt-4o-mini,True
row_351,351,Povidone iodine 외용제,1,10,3,101165,openai,gpt-4o-mini,True
row_355,355,코르티코스테로이드 피부 도포제,0,7,3,72521,openai,gpt-4o-mini,True
row_354,354,진통·진양·수렴·소염 외용제,0,7,3,88118,openai,gpt-4o-mini,True
row_356,356,Ammonium lactate 외용제,1,10,3,91877,openai,gpt-4o-mini,True
row_357,357,Buprenorphine 패취제,1,10,3,92993,openai,gpt-4o-mini,True
row_359,359,Lidocaine 패취제,1,10,3,59968,openai,gpt-4o-mini,True
row_358,358,Capsaicin 외용제,1,10,3,92018,openai,gpt-4o-mini,True
row_362,362,Calcipotriol 외용제,1,10,3,32523,openai,gpt-4o-mini,True
row_360,360,Fluconazole 외용제,1,10,3,63770,openai,gpt-4o-mini,True
row_361,361,Imiquimod 12.5mg 외용제,1,10,3,68278,openai,gpt-4o-mini,True
row_365,365,Tacalcitol 20.87mcg/g 외용제,1,10,3,31451,openai,gpt-4o-mini,True
row_366,366,Tacrolimus 외용제,1,10,3,33573,openai,gpt-4o-mini,True
row_363,363,Penciclovir 외용제,1,10,3,66014,openai,gpt-4o-mini,True
row_367,367,Calcitriol 경구제,1,10,3,43405,openai,gpt-4o-mini,True
row_364,364,Pimecrolimus 외용제,1,10,3,68349,openai,gpt-4o-mini,True
row_370,370,수용성비타민·엽산 복합성분 경구제,1,10,3,30462,openai,gpt-4o-mini,True
row_368,368,Calcitriol 주사제,1,10,3,38300,openai,gpt-4o-mini,True
row_371,371,액제형 철분제제,1,10,3,34036,openai,gpt-4o-mini,True
row_375,375,단백아미노산 제제,0,7,3,16058,openai,gpt-4o-mini,True
row_372,372,철분주사제,1,10,3,30612,openai,gpt-4o-mini,True
row_373,373,Iron acetyl-transferrin 200mg 경구제,1,10,3,38083,openai,gpt-4o-mini,True
row_376,376,A액,1,10,3,31238,openai,gpt-4o-mini,True
row_369,369,Paricalcitol 주사제,1,10,3,81512,openai,gpt-4o-mini,True
row_378,378,"L-leucine, L-phenylalanine, L-methionine 등 주사제",1,10,3,32134,openai,gpt-4o-mini,True
row_374,374,경장영양제,1,10,3,68335,openai,gpt-4o-mini,True
row_380,380,a-Keto-DL-isoleuci ne calcium 67.0mg외 9종 경구제,1,10,3,25186,openai,gpt-4o-mini,True
row_377,377,Glycyl-L-glutamine 주사제,1,10,3,65350,openai,gpt-4o-mini,True
row_381,381,Lipid 주사제,1,10,3,43190,openai,gpt-4o-mini,True
row_382,382,Eptacog alfa 주사제,1,10,3,45045,openai,gpt-4o-mini,True
row_379,379,N,1,10,3,72205,openai,gpt-4o-mini,True
row_383,383,Gelatin sponge 외용제,1,10,3,44146,openai,gpt-4o-mini,True
row_384,384,Idarucizumab 주사제,1,10,3,64975,openai,gpt-4o-mini,True
row_388,388,Tranexamic acid 경구제,1,10,3,35857,openai,gpt-4o-mini,True
row_385,385,Oxidized regenerated cellulose,1,10,3,58603,openai,gpt-4o-mini,True
row_386,386,P-aminomethyl benzoic acid 주사제,1,10,3,63493,openai,gpt-4o-mini,True
row_387,387,Thrombin 제제,0,7,3,72024,openai,gpt-4o-mini,True
row_390,390,Dabigatran 경구제,1,10,3,40250,openai,gpt-4o-mini,True
row_392,392,Defibrotide 주사제,1,10,3,34063,openai,gpt-4o-mini,True
row_389,389,Apixaban 경구제,1,10,3,80410,openai,gpt-4o-mini,True
row_393,393,Edoxaban Tosilate Hydrate 경구제,1,10,3,60733,openai,gpt-4o-mini,True
row_394,394,Enoxaparin sodium 주사제,1,10,3,57760,openai,gpt-4o-mini,True
row_396,396,Heparin 주사제,0,7,3,55506,openai,gpt-4o-mini,True
row_391,391,Dalteparin sodium 주사제,1,10,3,95574,openai,gpt-4o-mini,True
row_395,395,Fondaparinux sodium 주사제,1,10,3,69236,openai,gpt-4o-mini,True
row_398,398,Rivaroxaban 경구제,1,10,3,31658,openai,gpt-4o-mini,True
row_397,397,Nadroparin 주사제,1,10,3,66351,openai,gpt-4o-mini,True
row_399,399,Cilostazol 경구제,1,10,3,37010,openai,gpt-4o-mini,True
row_402,402,Emicizumab 주사제,1,10,3,40507,openai,gpt-4o-mini,True
row_403,403,G-CSF 주사제 filgrastim,1,10,3,54076,openai,gpt-4o-mini,True
row_401,401,Eltrombopag olamine 경구제,1,10,3,72379,openai,gpt-4o-mini,True
row_400,400,Damoctocog alfa pegol 주사제,1,10,3,79516,openai,gpt-4o-mini,True
row_406,406,Plerixafor 주사제,1,10,3,39354,openai,gpt-4o-mini,True
row_404,404,Hydroxyethyl starch 함유 제제,1,10,3,66002,openai,gpt-4o-mini,True
row_405,405,Pentastarch 제제,1,10,3,69944,openai,gpt-4o-mini,True
row_409,409,Recombinant blood coagulation factor IX 주사제,1,10,3,39309,openai,gpt-4o-mini,True
row_407,407,Recombinant blood coagulation factor VIII 주사제,1,10,3,49298,openai,gpt-4o-mini,True
row_410,410,"Recombinant blood coagulation factor IX, albumun fusion protein Albutrepenonacog a 주사제",1,10,3,44880,openai,gpt-4o-mini,True
row_408,408,Recombinant blood coagulation factor VIII-Fc fusion protein Efmoroctocog a 주사제,1,10,3,63769,openai,gpt-4o-mini,True
row_411,411,Recombinant blood coagulation factor IX-Fc fusion protein Eftrenonacog a 주사제,1,10,3,44617,openai,gpt-4o-mini,True
row_412,412,Recombinant blood coagulation factor IX Nonacog gamma 주사제,1,10,3,41249,openai,gpt-4o-mini,True
row_414,414,Susoctocog alfa 주사제,1,10,3,38521,openai,gpt-4o-mini,True
row_416,416,복막투석액,0,7,3,59198,openai,gpt-4o-mini,True
row_413,413,Romiplostim 주사제,1,10,3,81576,openai,gpt-4o-mini,True
row_417,417,L-methionine 외 복막투석액,1,10,3,67703,openai,gpt-4o-mini,True
row_418,418,Calcium chloride 외,1,10,3,83225,openai,gpt-4o-mini,True
row_415,415,Ticlopidine HCl 경구제,1,10,3,94011,openai,gpt-4o-mini,True
row_420,420,Lamivudine 100mg 경구제,1,10,3,34140,openai,gpt-4o-mini,True
row_419,419,D-mannitol + D-sorbitol,1,10,3,77086,openai,gpt-4o-mini,True
row_426,426,Sodium thiosulfate 주사제,1,10,3,37426,openai,gpt-4o-mini,True
row_421,421,구형흡착탄 경구제,1,10,3,74211,openai,gpt-4o-mini,True
row_425,425,Leucovorin calcium 주사제,1,10,3,43897,openai,gpt-4o-mini,True
row_422,422,Betaine anhydrous 180g 경구제,1,10,3,73495,openai,gpt-4o-mini,True
row_424,424,Flumazenil 주사제,1,10,3,57628,openai,gpt-4o-mini,True
row_423,423,Deferasirox 경구제,1,10,3,70156,openai,gpt-4o-mini,True
row_428,428,Colchicine 경구제,1,10,3,42112,openai,gpt-4o-mini,True
row_427,427,Zinc acetate 경구제,1,10,3,64064,openai,gpt-4o-mini,True
row_431,431,Alglucosidase alfa 주사제,1,10,3,60374,openai,gpt-4o-mini,True
row_430,430,Agalsidase β 37mg 주사제,1,10,3,70780,openai,gpt-4o-mini,True
row_429,429,Agalsidase alfa 3.5mg 주사제,1,10,3,77966,openai,gpt-4o-mini,True
row_434,434,Galsulfase 주사제,1,10,3,32908,openai,gpt-4o-mini,True
row_435,435,Idursulfase 주사제,1,10,3,20477,openai,gpt-4o-mini,True
row_432,432,Asfotase alfa 주사제,2,10,3,72421,openai,gpt-4o-mini,True
row_433,433,Elosulfase alfa 5mg 주사제,1,10,3,55380,openai,gpt-4o-mini,True
row_437,437,당뇨병용제 + 고지혈증 복합경구제,0,7,3,27397,openai,gpt-4o-mini,True
row_439,439,Empagliflozin 경구제,1,10,3,26685,openai,gpt-4o-mini,True
row_438,438,Dapagliflozin 경구제,1,10,3,55093,openai,gpt-4o-mini,True
row_440,440,Metformin 경구제,1,10,3,56572,openai,gpt-4o-mini,True
row_436,436,Rasburicase 주사제,1,10,3,85094,openai,gpt-4o-mini,True
row_443,443,Avocado soya unsaponifiables 경구제,1,10,3,44545,openai,gpt-4o-mini,True
row_441,441,Pioglitazone 경구제,1,10,3,70761,openai,gpt-4o-mini,True
row_442,442,4:1 w/w mixed hydrogel of sodium hyaluronate gel crosslinked by divinyl sulfone and sodium hyaluronate 주사제,1,10,3,69932,openai,gpt-4o-mini,True
row_445,445,Bromocryptine mesylate 경구제,1,10,3,34833,openai,gpt-4o-mini,True
row_449,449,Cinacalcet HCl 경구제,1,10,3,42601,openai,gpt-4o-mini,True
row_447,447,Cabergoline 경구제,1,10,3,55655,openai,gpt-4o-mini,True
row_444,444,BDDE bridged sodium hyaluronate 60mg 주사제,1,10,3,95689,openai,gpt-4o-mini,True
row_446,446,Burosumab 주사제,1,10,3,87525,openai,gpt-4o-mini,True
row_448,448,Carglumic acid 경구제,1,10,3,94206,openai,gpt-4o-mini,True
row_450,450,Denosumab 주사제,1,10,3,82329,openai,gpt-4o-mini,True
row_452,452,Eliglustat tartrate 경구제,1,10,3,50919,openai,gpt-4o-mini,True
row_454,454,Miglustat 경구제,1,10,3,36126,openai,gpt-4o-mini,True
row_453,453,Lactulose 경구제 [전문의약품],1,10,3,43209,openai,gpt-4o-mini,True
row_451,451,Disodium etidronate 경구제,1,10,3,72767,openai,gpt-4o-mini,True
row_456,456,Nitisinone 경구제,1,10,3,32705,openai,gpt-4o-mini,True
row_457,457,Pamidronate 제제,1,10,3,42759,openai,gpt-4o-mini,True
row_458,458,proteolytic peptide from porcine brain 주사제,1,10,3,33343,openai,gpt-4o-mini,True
row_455,455,Nafamostat 주사제,1,10,3,65730,openai,gpt-4o-mini,True
row_462,462,Sodium hyaluronate 20mg 주사제,1,10,3,36025,openai,gpt-4o-mini,True
row_460,460,S-adenosyl-L-met hionine sulfate-P-toluene sulfonate 경구제,1,10,3,63558,openai,gpt-4o-mini,True
row_459,459,Romosozumab 주사제,1,10,3,67522,openai,gpt-4o-mini,True
row_461,461,Sodium alendronate 시럽제,1,10,3,60326,openai,gpt-4o-mini,True
row_464,464,Thioctic acid 주사제,1,10,3,41604,openai,gpt-4o-mini,True
row_463,463,Sodium hyaluronate 25mg 주사제,1,10,3,72321,openai,gpt-4o-mini,True
row_469,469,6-Mercaptopurine 경구제,1,10,3,40346,openai,gpt-4o-mini,True
row_468,468,5-fluorouracil 주사제,1,10,3,48724,openai,gpt-4o-mini,True
row_465,465,Zoledronic acid 5mg/100ml 주사제,2,10,3,72625,openai,gpt-4o-mini,True
row_466,466,a-lipoic acid,0,7,3,72504,openai,gpt-4o-mini,True
row_467,467,상황균사체엑스 경구제,1,10,3,72992,openai,gpt-4o-mini,True
row_472,472,GnRH agonist 주사제,0,7,3,32271,openai,gpt-4o-mini,True
row_470,470,Cyclophosphamide 제제,0,7,3,67534,openai,gpt-4o-mini,True
row_474,474,Interferon α-2b 주사제,1,10,3,67930,openai,gpt-4o-mini,True
row_471,471,Etoposide 제제,0,7,3,86383,openai,gpt-4o-mini,True
row_473,473,Interferon α-2a 주사제,1,10,3,80261,openai,gpt-4o-mini,True
row_475,475,letrozole 경구제,1,10,3,76761,openai,gpt-4o-mini,True
row_476,476,Megestrol acetate,1,10,3,70358,openai,gpt-4o-mini,True
row_477,477,Methotrexate 제제,0,7,3,62829,openai,gpt-4o-mini,True
row_481,481,Tamoxifen 경구제,1,10,3,45173,openai,gpt-4o-mini,True
row_479,479,Rituximab 주사제,1,10,3,61987,openai,gpt-4o-mini,True
row_483,483,Anagrelide acetate,1,10,3,40539,openai,gpt-4o-mini,True
row_480,480,Ruxolitinib phosphate 경구제,1,10,3,57110,openai,gpt-4o-mini,True
row_482,482,Vincristin sulfate 주사제,1,10,3,51568,openai,gpt-4o-mini,True
row_478,478,Mitoxantrone HCl 주사제,1,10,3,84119,openai,gpt-4o-mini,True
row_484,484,Selumetinib 경구제,1,10,3,35208,openai,gpt-4o-mini,True
row_485,485,Thymomodulin 경구제,1,10,3,33224,openai,gpt-4o-mini,True
row_487,487,"3,3-Diphosphono-1, 2-Propane Dicarboxylate",1,10,3,44540,openai,gpt-4o-mini,True
row_489,489,Exametazime 주사제,1,10,3,34744,openai,gpt-4o-mini,True
row_488,488,Chromium,1,10,3,66857,openai,gpt-4o-mini,True
row_490,490,Indium chloride,1,10,3,46749,openai,gpt-4o-mini,True
row_486,486,에프도파18F,1,10,3,82567,openai,gpt-4o-mini,True
row_493,493,동종피부유래 각질세포,1,10,3,48033,openai,gpt-4o-mini,True
row_492,492,Thallium-201 주사제,1,10,3,67690,openai,gpt-4o-mini,True
row_496,496,자가 지방유래 중간엽줄기세포,1,10,3,36731,openai,gpt-4o-mini,True
row_491,491,Strontium chloride,1,10,3,93401,openai,gpt-4o-mini,True
row_494,494,사람유래 피부각질세포,1,10,3,55746,openai,gpt-4o-mini,True
row_495,495,자가유래연골세포,1,10,3,59419,openai,gpt-4o-mini,True
row_498,498,Adalimumab 주사제,1,10,3,43282,openai,gpt-4o-mini,True
row_499,499,Aflibercept 주사제,1,10,3,39784,openai,gpt-4o-mini,True
row_500,500,Anakinra,1,10,3,38640,openai,gpt-4o-mini,True
row_504,504,Infliximab 제제,1,10,3,35577,openai,gpt-4o-mini,True
row_497,497,Abatacept 주사제,1,10,3,94598,openai,gpt-4o-mini,True
row_502,502,Etanercept 주사제,1,10,3,65385,openai,gpt-4o-mini,True
row_503,503,Faricimab 주사제,1,10,3,44150,openai,gpt-4o-mini,True
row_501,501,Brolucizumab 주사제,1,10,3,79943,openai,gpt-4o-mini,True
row_509,509,Daptomycin 주사제,1,10,3,22370,openai,gpt-4o-mini,True
row_507,507,Vedolizumab 주사제,1,10,3,48671,openai,gpt-4o-mini,True
row_510,510,Linezolid 경구제,1,10,3,37493,openai,gpt-4o-mini,True
row_505,505,Onasemnogene abeparvovec 주사제,1,10,3,86581,openai,gpt-4o-mini,True
row_511,511,Tedizolid 경구제,1,10,3,29343,openai,gpt-4o-mini,True
row_508,508,Benzathine penicillin G 주사제,1,10,3,60688,openai,gpt-4o-mini,True
row_506,506,Ranibizumab 주사제,1,10,3,79456,openai,gpt-4o-mini,True
row_512,512,Teicoplanin 주사제,1,10,3,41357,openai,gpt-4o-mini,True
row_514,514,Amikacin sulfate 주사제,1,10,3,46339,openai,gpt-4o-mini,True
row_517,517,Kanamycin sulfate 주사제,1,10,3,45103,openai,gpt-4o-mini,True
row_513,513,Vancomycin 주사제,1,10,3,86849,openai,gpt-4o-mini,True
row_515,515,Aztreonam 주사제,1,10,3,81473,openai,gpt-4o-mini,True
row_516,516,Colistimethate 주사제,1,10,3,91337,openai,gpt-4o-mini,True
row_519,519,Rifampicin 경구제,1,10,3,54306,openai,gpt-4o-mini,True
row_522,522,Roxithromycin 경구제,1,10,3,40022,openai,gpt-4o-mini,True
row_521,521,Erythromycin 경구제,1,10,3,43299,openai,gpt-4o-mini,True
row_518,518,Rifabutin 경구제,1,10,3,92920,openai,gpt-4o-mini,True
row_520,520,Azithromycin 경구제,1,10,3,79270,openai,gpt-4o-mini,True
row_526,526,Mitomycin-C 점안액,0,7,3,24950,openai,gpt-4o-mini,True
row_524,524,Pentamidine isethionate 주사제,1,10,3,51685,openai,gpt-4o-mini,True
row_528,528,Amoxicillin + Clavulanate 경구제,1,10,3,19906,openai,gpt-4o-mini,True
row_530,530,Ceftazidime 주사제,1,10,3,28302,openai,gpt-4o-mini,True
row_529,529,Cefazolin sod. 주사제,1,10,3,33551,openai,gpt-4o-mini,True
row_527,527,Mitomycin-C 주사제,0,7,3,56691,openai,gpt-4o-mini,True
row_525,525,Bleomycin HCl 주사제,1,10,3,65179,openai,gpt-4o-mini,True
row_523,523,"Doxycycline 50, 100mg 제제",1,10,3,93126,openai,gpt-4o-mini,True
row_531,531,Ceftazidime + Avibactam 주사제,1,10,3,29701,openai,gpt-4o-mini,True
row_536,536,Rifaximin 경구제,1,10,3,24820,openai,gpt-4o-mini,True
row_533,533,Ertapenem 주사제,1,10,3,46350,openai,gpt-4o-mini,True
row_532,532,Ceftolozane + Tazobactam 주사제,1,10,3,49865,openai,gpt-4o-mini,True
row_537,537,Tigecycline 주사제,1,10,3,33166,openai,gpt-4o-mini,True
row_534,534,Gentamicin sulfate 주사제,0,7,3,51149,openai,gpt-4o-mini,True
row_535,535,Imipenem + Cilastatin 제제,1,10,3,66803,openai,gpt-4o-mini,True
row_538,538,Clarithromycin 경구제,1,10,3,48709,openai,gpt-4o-mini,True
row_539,539,Sulfadiazine 단일성분 경구제,1,10,3,38012,openai,gpt-4o-mini,True
row_542,542,Bedaquiline fumarate 경구제,1,10,3,53730,openai,gpt-4o-mini,True
row_541,541,Sulfasalazine 경구제,1,10,3,61007,openai,gpt-4o-mini,True
row_540,540,"Sulfamethoxazole 400mg, Trimethoprim 80mg 경구제",1,10,3,67908,openai,gpt-4o-mini,True
row_545,545,Dapsone 경구제,1,10,3,34484,openai,gpt-4o-mini,True
row_543,543,Delamanid 경구제,1,10,3,61924,openai,gpt-4o-mini,True
row_548,548,Balofloxacin 100mg,1,10,3,25003,openai,gpt-4o-mini,True
row_544,544,Pretomanid 경구제,1,10,3,63283,openai,gpt-4o-mini,True
row_546,546,에이즈치료제,0,7,3,40509,openai,gpt-4o-mini,True
row_549,549,Ciprofloxacin 경구제,1,10,3,32699,openai,gpt-4o-mini,True
row_547,547,Acyclovir 제제,1,10,3,85303,openai,gpt-4o-mini,True
row_553,553,Elbasvir + Grazoprevir 경구제,1,10,3,47146,openai,gpt-4o-mini,True
row_550,550,Darunavir ethanolate 433.64mg 경구제,1,10,3,68369,openai,gpt-4o-mini,True
row_551,551,Darunavir ethanolate 650.46mg 경구제,1,10,3,65696,openai,gpt-4o-mini,True
row_552,552,Darunavir ethanolate + Cobicistat silicon dioxide 복합제,1,10,3,60604,openai,gpt-4o-mini,True
row_554,554,Etravirine 경구제,1,10,3,72736,openai,gpt-4o-mini,True
row_556,556,Ganciclovir 주사제,1,10,3,31508,openai,gpt-4o-mini,True
row_557,557,Gemifloxacin mesylate 경구제,1,10,3,43235,openai,gpt-4o-mini,True
row_558,558,Glecaprevir + Pibrentasvir 경구제,1,10,3,40516,openai,gpt-4o-mini,True
row_563,563,Lomefloxacin 경구제,1,10,3,35253,openai,gpt-4o-mini,True
row_559,559,Ledipasvir + Sofosbuvir 경구제,1,10,3,84422,openai,gpt-4o-mini,True
row_561,561,Levofloxacin 경구제,1,10,3,72626,openai,gpt-4o-mini,True
row_555,555,Famciclovir 250mg 경구제,1,10,3,109453,openai,gpt-4o-mini,True
row_562,562,Levofloxacin 주사제,1,10,3,78326,openai,gpt-4o-mini,True
row_560,560,Letermovir 경구제,1,10,3,101334,openai,gpt-4o-mini,True
row_565,565,Moxifloxacin 경구제,1,10,3,36744,openai,gpt-4o-mini,True
row_567,567,Ofloxacin 제제,1,10,3,44528,openai,gpt-4o-mini,True
row_566,566,Nelfinavir mesylate 경구제,1,10,3,72251,openai,gpt-4o-mini,True
row_570,570,Raltegravir potassium 경구제,1,10,3,44320,openai,gpt-4o-mini,True
row_571,571,Sofosbuvir 경구제,1,10,3,27645,openai,gpt-4o-mini,True
row_564,564,Maribavir 경구제,1,10,3,94979,openai,gpt-4o-mini,True
row_568,568,Oseltamivir 경구제,1,10,3,63200,openai,gpt-4o-mini,True
row_575,575,Tenofovir disoproxil + Emtricitabine 경구제,1,10,3,28799,openai,gpt-4o-mini,True
row_574,574,Tenofovir disoproxil 경구제,1,10,3,35974,openai,gpt-4o-mini,True
row_569,569,Palivizumab 주사제,1,10,3,86628,openai,gpt-4o-mini,True
row_578,578,Valganciclovir 경구제,1,10,3,23174,openai,gpt-4o-mini,True
row_572,572,Sofosbuvir + Velpatasvir 경구제,1,10,3,65724,openai,gpt-4o-mini,True
row_573,573,Sofosbuvir + Velpatasvir + Voxilaprevir 경구제,1,10,3,65650,openai,gpt-4o-mini,True
row_577,577,Valacyclovir HCl 경구제,1,10,3,39648,openai,gpt-4o-mini,True
row_579,579,Zabofloxacin 경구제,1,10,3,33215,openai,gpt-4o-mini,True
row_576,576,Tosufloxacin 경구제,1,10,3,77155,openai,gpt-4o-mini,True
row_584,584,Antivenin agkistrodon halys,1,10,3,24507,openai,gpt-4o-mini,True
row_582,582,Clostridium botulinum A toxin haemagglutinin complex 주사제,1,10,3,55687,openai,gpt-4o-mini,True
row_586,586,Anti-inhibitor coagulant complex 주사제,1,10,3,33465,openai,gpt-4o-mini,True
row_583,583,Clostridium botulinum A toxin 주사제,1,10,3,74953,openai,gpt-4o-mini,True
row_587,587,"Antithrombin III, human 주사제",1,10,3,31020,openai,gpt-4o-mini,True
row_581,581,"Free-dried rabies vaccine produced on VERO cell line, Inactivated and purified≥2.5I.U",1,10,3,89394,openai,gpt-4o-mini,True
row_580,580,Zanamivir 외용제,1,10,3,99784,openai,gpt-4o-mini,True
row_589,589,"Human blood coagulation factor VIII 250I.U, 500I.U 주사제",1,10,3,25392,openai,gpt-4o-mini,True
row_585,585,Albumin 주사제,0,7,3,98101,openai,gpt-4o-mini,True
row_591,591,Human blood coagulation factor VIII 주사제,1,10,3,41221,openai,gpt-4o-mini,True
row_588,588,Human anti-hepatitis B immunoglobulin 정주용 주사제,1,10,3,69635,openai,gpt-4o-mini,True
row_590,590,"Human blood coagulation factor 250I.U, 500I.U, 1,000I.U",1,10,3,57322,openai,gpt-4o-mini,True
row_592,592,Human coagulation factor X 주사제,0,7,3,50243,openai,gpt-4o-mini,True
row_594,594,Human plasma fraction with a factor XIII,1,10,3,44458,openai,gpt-4o-mini,True
row_593,593,Human immunoglobulin G 주사제,1,10,3,74761,openai,gpt-4o-mini,True
row_595,595,IgM 고함유 사람면역글로불린 주사제,1,10,3,65204,openai,gpt-4o-mini,True
row_596,596,Immunoglobulin anti-D,1,10,3,61535,openai,gpt-4o-mini,True
row_598,598,Protein C Concentrate Lyophilized Powder,1,10,3,68824,openai,gpt-4o-mini,True
row_600,600,Rabies human immunoglobulin 300 I.U 주사제,1,10,3,39301,openai,gpt-4o-mini,True
row_602,602,Interferon β-1a 주사제,1,10,3,25671,openai,gpt-4o-mini,True
row_599,599,Tuberculin purified protein derivative,2,10,3,54407,openai,gpt-4o-mini,True
row_601,601,Eculizumab 주사제,1,10,3,33544,openai,gpt-4o-mini,True
row_597,597,"Immunoglobulin G, Human cytomegalovirus 주사제",1,10,3,90887,openai,gpt-4o-mini,True
row_606,606,Peginterferon alfa-2a 주사제,1,10,3,40510,openai,gpt-4o-mini,True
row_604,604,Interferon-r 주사제,1,10,3,45612,openai,gpt-4o-mini,True
row_603,603,Interferon β-1b,1,10,3,59513,openai,gpt-4o-mini,True
row_605,605,Natalizumab 주사제,1,10,3,71276,openai,gpt-4o-mini,True
row_608,608,"Atovaquone 250mg, Proguanil HCl 100mg 경구제",1,10,3,74570,openai,gpt-4o-mini,True
row_609,609,Metronidazole 주사제,1,10,3,48914,openai,gpt-4o-mini,True
row_607,607,Ravulizumab 주사제,1,10,3,89792,openai,gpt-4o-mini,True
row_610,610,Pyrimethamine,1,10,3,65443,openai,gpt-4o-mini,True
row_612,612,Pyronaridine + Artesunate 복합경구제,1,10,3,40932,openai,gpt-4o-mini,True
row_615,615,PEG3350외,1,10,3,52174,openai,gpt-4o-mini,True
row_611,611,Pyrimethamine + Sulfadoxine 복합경구제,1,10,3,96786,openai,gpt-4o-mini,True
row_614,614,Ethyl esters of the iodised fatty acids of poppyseed oil 주사제,1,10,3,69693,openai,gpt-4o-mini,True
row_616,616,Corticorelin trifluoroacetate,1,10,3,50903,openai,gpt-4o-mini,True
